author,editor,format_type,print_date,day_of_week_name,day_of_week_integer,publish_type,puzzle_id,title,version,percent_filled,solved,star,solving_seconds
Joel Fagliano,,Normal,2024-02-18,Sunday,0,Mini,21762,,0,100,True,,35
Joel Fagliano,,Normal,2024-02-19,Monday,1,Mini,21772,,0,100,True,,63
Joel Fagliano,,Normal,2024-02-20,Tuesday,2,Mini,21764,,0,100,True,,47
Joel Fagliano,,Normal,2024-02-21,Wednesday,3,Mini,21773,,0,100,True,,65
Joel Fagliano,,Normal,2024-02-22,Thursday,4,Mini,21778,,0,100,True,,27
Joel Fagliano,,Normal,2024-02-23,Friday,5,Mini,21780,,0,100,True,,43
Joel Fagliano,,Normal,2024-02-24,Saturday,6,Mini,21774,,0,100,True,,119
Joel Fagliano,,Normal,2024-02-25,Sunday,0,Mini,21781,,0,100,True,,177
Joel Fagliano,,Normal,2024-02-26,Monday,1,Mini,21782,,0,100,True,,26
Joel Fagliano,,Normal,2024-02-27,Tuesday,2,Mini,21784,,0,100,True,,102
Joel Fagliano,,Normal,2024-02-28,Wednesday,3,Mini,21786,,0,100,True,,31
Joel Fagliano,,Normal,2024-02-29,Thursday,4,Mini,21793,,0,100,True,,49
Joel Fagliano,,Normal,2024-03-01,Friday,5,Mini,21785,,0,100,True,,23
Joel Fagliano,,Normal,2024-03-02,Saturday,6,Mini,21794,,0,100,True,,68
Joel Fagliano,,Normal,2024-03-03,Sunday,0,Mini,21783,,0,100,True,,112
Joel Fagliano,,Normal,2024-03-04,Monday,1,Mini,21806,,0,100,True,,75
Joel Fagliano,,Normal,2024-03-05,Tuesday,2,Mini,21807,,0,100,True,,43
Joel Fagliano,,Normal,2024-03-06,Wednesday,3,Mini,21808,,0,100,True,,78
Joel Fagliano,,Normal,2024-03-07,Thursday,4,Mini,21809,,0,100,True,,105
Joel Fagliano,,Normal,2024-03-08,Friday,5,Mini,21810,,0,100,True,,148
Joel Fagliano,,Normal,2024-03-09,Saturday,6,Mini,21803,,0,100,True,,58
Joel Fagliano,,Normal,2024-03-10,Sunday,0,Mini,21818,,0,100,True,,43
Joel Fagliano,,Normal,2024-03-11,Monday,1,Mini,21824,,0,100,True,,52
Joel Fagliano,,Normal,2024-03-12,Tuesday,2,Mini,21822,,0,100,True,,25
Joel Fagliano,,Normal,2024-03-13,Wednesday,3,Mini,21823,,0,100,True,,46
Joel Fagliano,,Normal,2024-03-14,Thursday,4,Mini,21825,,0,100,True,,57
Joel Fagliano,,Normal,2024-03-15,Friday,5,Mini,21826,,0,100,True,,51
Joel Fagliano,,Normal,2024-03-16,Saturday,6,Mini,21827,,0,100,True,,55
Joel Fagliano,,Normal,2024-03-17,Sunday,0,Mini,21828,,0,100,True,,43
Joel Fagliano,,Normal,2024-03-18,Monday,1,Mini,21832,,0,100,True,,66
Joel Fagliano,,Normal,2024-03-19,Tuesday,2,Mini,21833,,0,100,True,,31
Joel Fagliano,,Normal,2024-03-20,Wednesday,3,Mini,21834,,0,100,True,,39
Joel Fagliano,,Normal,2024-03-21,Thursday,4,Mini,21838,,0,100,True,,92
Joel Fagliano,,Normal,2024-03-22,Friday,5,Mini,21839,,0,100,True,,100
Joel Fagliano,,Normal,2024-03-23,Saturday,6,Mini,21835,,0,0,False,,39
Joel Fagliano,,Normal,2024-03-24,Sunday,0,Mini,21840,,0,100,True,,72
Joel Fagliano,,Normal,2024-03-25,Monday,1,Mini,21849,,0,100,True,,41
Joel Fagliano,,Normal,2024-03-26,Tuesday,2,Mini,21852,,0,100,True,,54
Joel Fagliano,,Normal,2024-03-27,Wednesday,3,Mini,21850,,0,100,True,,29
Joel Fagliano,,Normal,2024-03-28,Thursday,4,Mini,21851,,0,100,True,,24
Joel Fagliano,,Normal,2024-03-29,Friday,5,Mini,21864,,0,100,True,,80
Joel Fagliano,,Normal,2024-03-30,Saturday,6,Mini,21863,,0,100,True,,69
Joel Fagliano,,Normal,2024-03-31,Sunday,0,Mini,21853,,0,100,True,,41
Joel Fagliano,,Normal,2024-04-01,Monday,1,Mini,21879,,0,100,True,,67
Joel Fagliano,,Normal,2024-04-02,Tuesday,2,Mini,21883,,0,100,True,,45
Joel Fagliano,,Normal,2024-04-03,Wednesday,3,Mini,21875,,0,100,True,,22
Joel Fagliano,,Normal,2024-04-04,Thursday,4,Mini,21876,,0,100,True,,56
Joel Fagliano,,Normal,2024-04-05,Friday,5,Mini,21877,,0,100,True,,42
Joel Fagliano,,Normal,2024-04-06,Saturday,6,Mini,21878,,0,100,True,,46
Joel Fagliano,,Normal,2024-04-07,Sunday,0,Mini,21888,,0,100,True,,41
Christina Iverson,Sam Ezersky,Normal,2024-04-08,Monday,1,Mini,21870,,0,100,True,,36
Christina Iverson,Sam Ezersky,Normal,2024-04-09,Tuesday,2,Mini,21890,,0,100,True,,51
Christina Iverson,Sam Ezersky,Normal,2024-04-10,Wednesday,3,Mini,21867,,0,100,True,,51
Christina Iverson,Sam Ezersky,Normal,2024-04-11,Thursday,4,Mini,21866,,0,100,True,,42
Christina Iverson,Sam Ezersky,Normal,2024-04-12,Friday,5,Mini,21869,,0,100,True,,96
Christina Iverson,Sam Ezersky,Normal,2024-04-13,Saturday,6,Mini,21881,,0,100,True,,50
Christina Iverson,Sam Ezersky,Normal,2024-04-14,Sunday,0,Mini,21882,,0,100,True,,33
Wyna Liu,Sam Ezersky,Normal,2024-04-15,Monday,1,Mini,21909,,0,100,True,,11
Wyna Liu,Sam Ezersky,Normal,2024-04-16,Tuesday,2,Mini,21908,,0,100,True,,171
Wyna Liu,Sam Ezersky,Normal,2024-04-17,Wednesday,3,Mini,21911,,0,100,True,,112
Wyna Liu,Sam Ezersky,Normal,2024-04-18,Thursday,4,Mini,21912,,0,100,True,,27
Wyna Liu,Sam Ezersky,Normal,2024-04-19,Friday,5,Mini,21910,,0,100,True,,30
Wyna Liu,Sam Ezersky,Normal,2024-04-20,Saturday,6,Mini,21914,,0,100,True,,98
Wyna Liu,Sam Ezersky,Normal,2024-04-21,Sunday,0,Mini,21913,,0,100,True,,67
Tracy Bennett,Sam Ezersky,Normal,2024-04-22,Monday,1,Mini,21899,,0,100,True,,25
Tracy Bennett,Sam Ezersky,Normal,2024-04-23,Tuesday,2,Mini,21900,,0,100,True,,29
Tracy Bennett,Sam Ezersky,Normal,2024-04-24,Wednesday,3,Mini,21901,,0,100,True,,100
Tracy Bennett,Sam Ezersky,Normal,2024-04-25,Thursday,4,Mini,21904,,0,100,True,,61
Tracy Bennett,Sam Ezersky,Normal,2024-04-26,Friday,5,Mini,21905,,0,100,True,,55
Tracy Bennett,Sam Ezersky,Normal,2024-04-27,Saturday,6,Mini,21915,,0,100,True,,103
Tracy Bennett,Sam Ezersky,Normal,2024-04-28,Sunday,0,Mini,21907,,0,100,True,,42
Joel Fagliano,Sam Ezersky,Normal,2024-04-29,Monday,1,Mini,21923,,0,100,True,,31
Joel Fagliano,Sam Ezersky,Normal,2024-04-30,Tuesday,2,Mini,21926,,0,100,True,,38
Joel Fagliano,Sam Ezersky,Normal,2024-05-01,Wednesday,3,Mini,21932,,0,100,True,,25
Joel Fagliano,Sam Ezersky,Normal,2024-05-02,Thursday,4,Mini,21936,,0,100,True,,32
Joel Fagliano,Sam Ezersky,Normal,2024-05-03,Friday,5,Mini,21938,,0,100,True,,10
Joel Fagliano,Sam Ezersky,Normal,2024-05-04,Saturday,6,Mini,21933,,0,100,True,,80
Joel Fagliano,Sam Ezersky,Normal,2024-05-05,Sunday,0,Mini,21935,,0,100,True,,61
Christina Iverson,Sam Ezersky,Normal,2024-05-06,Monday,1,Mini,21947,,0,100,True,,56
Christina Iverson,Sam Ezersky,Normal,2024-05-07,Tuesday,2,Mini,21945,,0,100,True,,30
Christina Iverson,Sam Ezersky,Normal,2024-05-08,Wednesday,3,Mini,21944,,0,100,True,,45
Christina Iverson,Sam Ezersky,Normal,2024-05-09,Thursday,4,Mini,21958,,0,100,True,,15
Christina Iverson,Sam Ezersky,Normal,2024-05-10,Friday,5,Mini,21942,,0,100,True,,34
Christina Iverson,Sam Ezersky,Normal,2024-05-11,Saturday,6,Mini,21946,,0,100,True,,42
Christina Iverson,Sam Ezersky,Normal,2024-05-12,Sunday,0,Mini,21957,,0,100,True,,31
Wyna Liu,Sam Ezersky,Normal,2024-05-13,Monday,1,Mini,21966,,0,100,True,,45
Wyna Liu,Sam Ezersky,Normal,2024-05-14,Tuesday,2,Mini,21967,,0,100,True,,56
Wyna Liu,Sam Ezersky,Normal,2024-05-15,Wednesday,3,Mini,21968,,0,100,True,,23
Wyna Liu,Sam Ezersky,Normal,2024-05-16,Thursday,4,Mini,21969,,0,100,True,,34
Wyna Liu,Sam Ezersky,Normal,2024-05-17,Friday,5,Mini,21970,,0,100,True,,21
Wyna Liu,Sam Ezersky,Normal,2024-05-18,Saturday,6,Mini,21971,,0,100,True,,105
Wyna Liu,Sam Ezersky,Normal,2024-05-19,Sunday,0,Mini,21972,,0,100,True,,55
Tracy Bennett,Sam Ezersky,Normal,2024-05-20,Monday,1,Mini,21982,,0,100,True,,55
Tracy Bennett,Sam Ezersky,Normal,2024-05-21,Tuesday,2,Mini,21994,,0,100,True,,87
Tracy Bennett,Sam Ezersky,Normal,2024-05-22,Wednesday,3,Mini,21984,,0,100,True,,88
Tracy Bennett,Sam Ezersky,Normal,2024-05-23,Thursday,4,Mini,21983,,0,100,True,,54
Tracy Bennett,Sam Ezersky,Normal,2024-05-24,Friday,5,Mini,21985,,0,100,True,,60
Tracy Bennett,Sam Ezersky,Normal,2024-05-25,Saturday,6,Mini,21993,,0,100,True,,81
Tracy Bennett,Sam Ezersky,Normal,2024-05-26,Sunday,0,Mini,21987,,0,100,True,,144
Joel Fagliano,Sam Ezersky,Normal,2024-05-27,Monday,1,Mini,21989,,0,100,True,,35
Joel Fagliano,Sam Ezersky,Normal,2024-05-28,Tuesday,2,Mini,21988,,0,100,True,,47
Joel Fagliano,Sam Ezersky,Normal,2024-05-29,Wednesday,3,Mini,21990,,0,100,True,,34
Joel Fagliano,Sam Ezersky,Normal,2024-05-30,Thursday,4,Mini,22007,,0,100,True,,48
Joel Fagliano,Sam Ezersky,Normal,2024-05-31,Friday,5,Mini,22009,,0,100,True,,28
Joel Fagliano,Sam Ezersky,Normal,2024-06-01,Saturday,6,Mini,22008,,0,100,True,,59
Joel Fagliano,Sam Ezersky,Normal,2024-06-02,Sunday,0,Mini,22010,,0,100,True,,31
Christina Iverson,Sam Ezersky,Normal,2024-06-03,Monday,1,Mini,22019,,0,100,True,,33
Christina Iverson,Sam Ezersky,Normal,2024-06-04,Tuesday,2,Mini,22024,,0,100,True,,42
Christina Iverson,Sam Ezersky,Normal,2024-06-05,Wednesday,3,Mini,22021,,0,100,True,,112
Christina Iverson,Sam Ezersky,Normal,2024-06-06,Thursday,4,Mini,22022,,0,100,True,,76
Christina Iverson,Sam Ezersky,Normal,2024-06-07,Friday,5,Mini,22023,,0,100,True,,38
Christina Iverson,Sam Ezersky,Normal,2024-06-08,Saturday,6,Mini,22025,,0,100,True,,78
Christina Iverson,Sam Ezersky,Normal,2024-06-09,Sunday,0,Mini,22020,,0,100,True,,43
Wyna Liu,Sam Ezersky,Normal,2024-06-10,Monday,1,Mini,22037,,0,100,True,,58
Wyna Liu,Sam Ezersky,Normal,2024-06-11,Tuesday,2,Mini,22040,,0,100,True,,25
Wyna Liu,Sam Ezersky,Normal,2024-06-12,Wednesday,3,Mini,22039,,0,100,True,,67
Wyna Liu,Sam Ezersky,Normal,2024-06-13,Thursday,4,Mini,22038,,0,100,True,,20
Wyna Liu,Sam Ezersky,Normal,2024-06-14,Friday,5,Mini,22036,,0,100,True,,36
Wyna Liu,Sam Ezersky,Normal,2024-06-15,Saturday,6,Mini,22034,,0,100,True,,90
Wyna Liu,Sam Ezersky,Normal,2024-06-16,Sunday,0,Mini,22035,,0,100,True,,33
Tracy Bennett,Sam Ezersky,Normal,2024-06-17,Monday,1,Mini,22068,,0,100,True,,40
Tracy Bennett,Sam Ezersky,Normal,2024-06-18,Tuesday,2,Mini,22067,,0,100,True,,32
Tracy Bennett,Sam Ezersky,Normal,2024-06-19,Wednesday,3,Mini,22066,,0,100,True,,25
Tracy Bennett,Sam Ezersky,Normal,2024-06-20,Thursday,4,Mini,22065,,0,100,True,,56
Tracy Bennett,Sam Ezersky,Normal,2024-06-21,Friday,5,Mini,22063,,0,100,True,,23
Tracy Bennett,Sam Ezersky,Normal,2024-06-22,Saturday,6,Mini,22062,,0,100,True,,129
Tracy Bennett,Sam Ezersky,Normal,2024-06-23,Sunday,0,Mini,22070,,0,100,True,,113
Joel Fagliano,Sam Ezersky,Normal,2024-06-24,Monday,1,Mini,22075,,0,100,True,,28
Joel Fagliano,Sam Ezersky,Normal,2024-06-25,Tuesday,2,Mini,22078,,0,100,True,,50
Joel Fagliano,Sam Ezersky,Normal,2024-06-26,Wednesday,3,Mini,22080,,0,100,True,,35
Joel Fagliano,Sam Ezersky,Normal,2024-06-27,Thursday,4,Mini,22079,,0,100,True,,48
Joel Fagliano,Sam Ezersky,Normal,2024-06-28,Friday,5,Mini,22076,,0,100,True,,104
Joel Fagliano,Sam Ezersky,Normal,2024-06-29,Saturday,6,Mini,22082,,0,100,True,,65
Joel Fagliano,Sam Ezersky,Normal,2024-06-30,Sunday,0,Mini,22081,,0,100,True,,24
Christina Iverson,Sam Ezersky,Normal,2024-07-01,Monday,1,Mini,22055,,0,0,False,,38
Christina Iverson,Sam Ezersky,Normal,2024-07-02,Tuesday,2,Mini,22052,,0,100,True,,30
Christina Iverson,Sam Ezersky,Normal,2024-07-03,Wednesday,3,Mini,22056,,0,100,True,,65
Christina Iverson,Sam Ezersky,Normal,2024-07-04,Thursday,4,Mini,22054,,0,100,True,,35
Christina Iverson,Sam Ezersky,Normal,2024-07-05,Friday,5,Mini,22053,,0,100,True,,25
Christina Iverson,Sam Ezersky,Normal,2024-07-06,Saturday,6,Mini,22057,,0,100,True,,113
Christina Iverson,Sam Ezersky,Normal,2024-07-07,Sunday,0,Mini,22051,,0,100,True,,55
Wyna Liu,Sam Ezersky,Normal,2024-07-08,Monday,1,Mini,22099,,0,100,True,,38
Wyna Liu,Sam Ezersky,Normal,2024-07-09,Tuesday,2,Mini,22103,,0,100,True,,34
Wyna Liu,Sam Ezersky,Normal,2024-07-10,Wednesday,3,Mini,22107,,0,100,True,,35
Wyna Liu,Sam Ezersky,Normal,2024-07-11,Thursday,4,Mini,22104,,0,100,True,,45
Wyna Liu,Sam Ezersky,Normal,2024-07-12,Friday,5,Mini,22108,,0,100,True,,46
Wyna Liu,Sam Ezersky,Normal,2024-07-13,Saturday,6,Mini,22100,,0,100,True,,73
Wyna Liu,Sam Ezersky,Normal,2024-07-14,Sunday,0,Mini,22106,,0,100,True,,47
Tracy Bennett,Sam Ezersky,Normal,2024-07-15,Monday,1,Mini,22123,,0,100,True,,51
Tracy Bennett,Sam Ezersky,Normal,2024-07-16,Tuesday,2,Mini,22124,,0,100,True,,40
Tracy Bennett,Sam Ezersky,Normal,2024-07-17,Wednesday,3,Mini,22121,,0,100,True,,36
Tracy Bennett,Sam Ezersky,Normal,2024-07-18,Thursday,4,Mini,22128,,0,100,True,,38
Tracy Bennett,Sam Ezersky,Normal,2024-07-19,Friday,5,Mini,22126,,0,100,True,,66
Tracy Bennett,Sam Ezersky,Normal,2024-07-20,Saturday,6,Mini,22127,,0,100,True,,64
Tracy Bennett,Sam Ezersky,Normal,2024-07-21,Sunday,0,Mini,22125,,0,100,True,,39
Joel Fagliano,Sam Ezersky,Normal,2024-07-22,Monday,1,Mini,22136,,0,100,True,,29
Joel Fagliano,Sam Ezersky,Normal,2024-07-23,Tuesday,2,Mini,22140,,0,100,True,,56
Joel Fagliano,Sam Ezersky,Normal,2024-07-24,Wednesday,3,Mini,22150,,0,100,True,,43
Joel Fagliano,Sam Ezersky,Normal,2024-07-25,Thursday,4,Mini,22142,,0,100,True,,43
Joel Fagliano,Sam Ezersky,Normal,2024-07-26,Friday,5,Mini,22141,,0,100,True,,40
Joel Fagliano,Sam Ezersky,Normal,2024-07-27,Saturday,6,Mini,22135,,0,100,True,,74
Joel Fagliano,Sam Ezersky,Normal,2024-07-28,Sunday,0,Mini,22151,,0,100,True,,37
Christina Iverson,Sam Ezersky,Normal,2024-07-29,Monday,1,Mini,22143,,0,100,True,,33
Christina Iverson,Sam Ezersky,Normal,2024-07-30,Tuesday,2,Mini,22145,,0,100,True,,55
Christina Iverson,Sam Ezersky,Normal,2024-07-31,Wednesday,3,Mini,22147,,0,100,True,,159
Christina Iverson,Sam Ezersky,Normal,2024-08-01,Thursday,4,Mini,22149,,0,100,True,,48
Christina Iverson,Sam Ezersky,Normal,2024-08-02,Friday,5,Mini,22148,,0,100,True,,48
Christina Iverson,Sam Ezersky,Normal,2024-08-03,Saturday,6,Mini,22146,,0,100,True,,88
Christina Iverson,Sam Ezersky,Normal,2024-08-04,Sunday,0,Mini,22144,,0,100,True,,55
Wyna Liu,Sam Ezersky,Normal,2024-08-05,Monday,1,Mini,22164,,0,100,True,,21
Wyna Liu,Sam Ezersky,Normal,2024-08-06,Tuesday,2,Mini,22165,,0,100,True,,31
Wyna Liu,Sam Ezersky,Normal,2024-08-07,Wednesday,3,Mini,22166,,0,100,True,,28
Wyna Liu,Sam Ezersky,Normal,2024-08-08,Thursday,4,Mini,22168,,0,100,True,,40
Wyna Liu,Sam Ezersky,Normal,2024-08-09,Friday,5,Mini,22167,,0,100,True,,21
Wyna Liu,Sam Ezersky,Normal,2024-08-10,Saturday,6,Mini,22171,,0,100,True,,76
Wyna Liu,Sam Ezersky,Normal,2024-08-11,Sunday,0,Mini,22169,,0,100,True,,66
Joel Fagliano,Sam Ezersky,Normal,2024-08-12,Monday,1,Mini,22190,,0,100,True,,112
Joel Fagliano,Sam Ezersky,Normal,2024-08-13,Tuesday,2,Mini,22191,,0,100,True,,57
Joel Fagliano,Sam Ezersky,Normal,2024-08-14,Wednesday,3,Mini,22192,,0,100,True,,39
Joel Fagliano,Sam Ezersky,Normal,2024-08-15,Thursday,4,Mini,22195,,0,100,True,,34
Joel Fagliano,Sam Ezersky,Normal,2024-08-16,Friday,5,Mini,22194,,0,100,True,,54
Joel Fagliano,Sam Ezersky,Normal,2024-08-17,Saturday,6,Mini,22196,,0,100,True,,111
Joel Fagliano,Sam Ezersky,Normal,2024-08-18,Sunday,0,Mini,22188,,0,100,True,,60
Joel Fagliano,Sam Ezersky,Normal,2024-08-19,Monday,1,Mini,22212,,0,100,True,,45
Joel Fagliano,Sam Ezersky,Normal,2024-08-20,Tuesday,2,Mini,22214,,0,100,True,,16
Joel Fagliano,Sam Ezersky,Normal,2024-08-21,Wednesday,3,Mini,22189,,0,100,True,,58
Joel Fagliano,Sam Ezersky,Normal,2024-08-22,Thursday,4,Mini,22193,,0,100,True,,55
Joel Fagliano,Sam Ezersky,Normal,2024-08-23,Friday,5,Mini,22213,,0,100,True,,40
Joel Fagliano,Sam Ezersky,Normal,2024-08-24,Saturday,6,Mini,22187,,0,100,True,,83
Joel Fagliano,Sam Ezersky,Normal,2024-08-25,Sunday,0,Mini,22215,,0,100,True,,18
Tracy Bennett,Sam Ezersky,Normal,2024-08-26,Monday,1,Mini,22204,,0,100,True,,48
Tracy Bennett,Sam Ezersky,Normal,2024-08-27,Tuesday,2,Mini,22205,,0,100,True,,57
Tracy Bennett,Sam Ezersky,Normal,2024-08-28,Wednesday,3,Mini,22210,,0,100,True,,48
Tracy Bennett,Sam Ezersky,Normal,2024-08-29,Thursday,4,Mini,22216,,0,100,True,,42
Tracy Bennett,Sam Ezersky,Normal,2024-08-30,Friday,5,Mini,22218,,0,100,True,,73
Tracy Bennett,Sam Ezersky,Normal,2024-08-31,Saturday,6,Mini,22221,,0,100,True,,105
Tracy Bennett,Sam Ezersky,Normal,2024-09-01,Sunday,0,Mini,22222,,0,100,True,,49
Wyna Liu,Sam Ezersky,Normal,2024-09-02,Monday,1,Mini,22228,,0,100,True,,36
Wyna Liu,Sam Ezersky,Normal,2024-09-03,Tuesday,2,Mini,22229,,0,100,True,,37
Wyna Liu,Sam Ezersky,Normal,2024-09-04,Wednesday,3,Mini,22230,,0,100,True,,25
Wyna Liu,Sam Ezersky,Normal,2024-09-05,Thursday,4,Mini,22232,,0,100,True,,43
Wyna Liu,Sam Ezersky,Normal,2024-09-06,Friday,5,Mini,22233,,0,100,True,,31
Wyna Liu,Sam Ezersky,Normal,2024-09-07,Saturday,6,Mini,22234,,0,100,True,,84
Wyna Liu,Sam Ezersky,Normal,2024-09-08,Sunday,0,Mini,22231,,0,100,True,,29
Christina Iverson,Sam Ezersky,Normal,2024-09-09,Monday,1,Mini,22181,,0,100,True,,45
Christina Iverson,Sam Ezersky,Normal,2024-09-10,Tuesday,2,Mini,22180,,0,100,True,,60
Christina Iverson,Sam Ezersky,Normal,2024-09-11,Wednesday,3,Mini,22179,,0,100,True,,46
Christina Iverson,Sam Ezersky,Normal,2024-09-12,Thursday,4,Mini,22178,,0,100,True,,39
Christina Iverson,Sam Ezersky,Normal,2024-09-13,Friday,5,Mini,22177,,0,100,True,,21
Christina Iverson,Sam Ezersky,Normal,2024-09-14,Saturday,6,Mini,22175,,0,100,True,,44
Christina Iverson,Sam Ezersky,Normal,2024-09-15,Sunday,0,Mini,22176,,0,100,True,,24
Joel Fagliano,Sam Ezersky,Normal,2024-09-16,Monday,1,Mini,22259,,0,100,True,,24
Joel Fagliano,Sam Ezersky,Normal,2024-09-17,Tuesday,2,Mini,22263,,0,100,True,,51
Joel Fagliano,Sam Ezersky,Normal,2024-09-18,Wednesday,3,Mini,22262,,0,100,True,,27
Joel Fagliano,Sam Ezersky,Normal,2024-09-19,Thursday,4,Mini,22258,,0,100,True,,48
Joel Fagliano,Sam Ezersky,Normal,2024-09-20,Friday,5,Mini,22261,,0,100,True,,81
Joel Fagliano,Sam Ezersky,Normal,2024-09-21,Saturday,6,Mini,22264,,0,100,True,,106
Joel Fagliano,Sam Ezersky,Normal,2024-09-22,Sunday,0,Mini,22260,,0,100,True,,61
Christina Iverson,Sam Ezersky,Normal,2024-09-23,Monday,1,Mini,22272,,0,100,True,,32
Christina Iverson,Sam Ezersky,Normal,2024-09-24,Tuesday,2,Mini,22266,,0,100,True,,29
Christina Iverson,Sam Ezersky,Normal,2024-09-25,Wednesday,3,Mini,22269,,0,100,True,,36
Christina Iverson,Sam Ezersky,Normal,2024-09-26,Thursday,4,Mini,22270,,0,100,True,,47
Christina Iverson,Sam Ezersky,Normal,2024-09-27,Friday,5,Mini,22271,,0,100,True,,192
Christina Iverson,Sam Ezersky,Normal,2024-09-28,Saturday,6,Mini,22268,,0,100,True,,158
Christina Iverson,Sam Ezersky,Normal,2024-09-29,Sunday,0,Mini,22267,,0,100,True,,54
Wyna Liu,Sam Ezersky,Normal,2024-09-30,Monday,1,Mini,22277,,0,100,True,,61
Wyna Liu,Sam Ezersky,Normal,2024-10-01,Tuesday,2,Mini,22278,,0,100,True,,23
Wyna Liu,Sam Ezersky,Normal,2024-10-02,Wednesday,3,Mini,22279,,0,100,True,,27
Wyna Liu,Sam Ezersky,Normal,2024-10-03,Thursday,4,Mini,22280,,0,100,True,,46
Wyna Liu,Sam Ezersky,Normal,2024-10-04,Friday,5,Mini,22282,,0,100,True,,51
Wyna Liu,Sam Ezersky,Normal,2024-10-05,Saturday,6,Mini,22281,,0,100,True,,111
Wyna Liu,Sam Ezersky,Normal,2024-10-06,Sunday,0,Mini,22283,,0,100,True,,48
Tracy Bennett,Sam Ezersky,Normal,2024-10-07,Monday,1,Mini,22311,,0,100,True,,124
Tracy Bennett,Sam Ezersky,Normal,2024-10-08,Tuesday,2,Mini,22312,,0,100,True,,29
Tracy Bennett,Sam Ezersky,Normal,2024-10-09,Wednesday,3,Mini,22335,,0,0,False,,68
Tracy Bennett,Sam Ezersky,Normal,2024-10-10,Thursday,4,Mini,22314,,0,100,True,,123
Tracy Bennett,Sam Ezersky,Normal,2024-10-11,Friday,5,Mini,22325,,0,100,True,,54
Tracy Bennett,Sam Ezersky,Normal,2024-10-12,Saturday,6,Mini,22326,,0,100,True,,77
Tracy Bennett,Sam Ezersky,Normal,2024-10-13,Sunday,0,Mini,22313,,0,100,True,,35
Joel Fagliano,Sam Ezersky,Normal,2024-10-14,Monday,1,Mini,22355,,0,100,True,,54
Joel Fagliano,Sam Ezersky,Normal,2024-10-15,Tuesday,2,Mini,22346,,0,100,True,,47
Joel Fagliano,Sam Ezersky,Normal,2024-10-16,Wednesday,3,Mini,22359,,0,100,True,,66
Joel Fagliano,Sam Ezersky,Normal,2024-10-17,Thursday,4,Mini,22358,,0,100,True,,96
Joel Fagliano,Sam Ezersky,Normal,2024-10-18,Friday,5,Mini,22357,,0,100,True,,69
Joel Fagliano,Sam Ezersky,Normal,2024-10-19,Saturday,6,Mini,22353,,0,100,True,,110
Joel Fagliano,Sam Ezersky,Normal,2024-10-20,Sunday,0,Mini,22360,,0,100,True,,13
Christina Iverson,Sam Ezersky,Normal,2024-10-21,Monday,1,Mini,22365,,0,100,True,,65
Christina Iverson,Sam Ezersky,Normal,2024-10-22,Tuesday,2,Mini,22363,,0,100,True,,41
Christina Iverson,Sam Ezersky,Normal,2024-10-23,Wednesday,3,Mini,22369,,0,100,True,,45
Christina Iverson,Sam Ezersky,Normal,2024-10-24,Thursday,4,Mini,22364,,0,100,True,,75
Christina Iverson,Sam Ezersky,Normal,2024-10-25,Friday,5,Mini,22367,,0,100,True,,53
Christina Iverson,Sam Ezersky,Normal,2024-10-26,Saturday,6,Mini,22366,,0,100,True,,48
Christina Iverson,Sam Ezersky,Normal,2024-10-27,Sunday,0,Mini,22381,,0,100,True,,42
Wyna Liu,Sam Ezersky,Normal,2024-10-28,Monday,1,Mini,22386,,0,100,True,,58
Wyna Liu,Sam Ezersky,Normal,2024-10-29,Tuesday,2,Mini,22387,,0,100,True,,21
Wyna Liu,Sam Ezersky,Normal,2024-10-30,Wednesday,3,Mini,22389,,0,100,True,,34
Wyna Liu,Sam Ezersky,Normal,2024-10-31,Thursday,4,Mini,22385,,0,100,True,,49
Wyna Liu,Sam Ezersky,Normal,2024-11-01,Friday,5,Mini,22388,,0,100,True,,29
Wyna Liu,Sam Ezersky,Normal,2024-11-02,Saturday,6,Mini,22408,,0,100,True,,114
Wyna Liu,Sam Ezersky,Normal,2024-11-03,Sunday,0,Mini,22390,,0,100,True,,50
Tracy Bennett,Sam Ezersky,Normal,2024-11-04,Monday,1,Mini,22418,,0,100,True,,145
Tracy Bennett,Sam Ezersky,Normal,2024-11-05,Tuesday,2,Mini,22419,,0,100,True,,43
Tracy Bennett,Sam Ezersky,Normal,2024-11-06,Wednesday,3,Mini,22420,,0,100,True,,75
Tracy Bennett,Sam Ezersky,Normal,2024-11-07,Thursday,4,Mini,22421,,0,100,True,,298
Tracy Bennett,Sam Ezersky,Normal,2024-11-08,Friday,5,Mini,22422,,0,100,True,,52
Tracy Bennett,Sam Ezersky,Normal,2024-11-09,Saturday,6,Mini,22423,,0,100,True,,89
Tracy Bennett,Sam Ezersky,Normal,2024-11-10,Sunday,0,Mini,22425,,0,100,True,,50
Ian Livengood,Sam Ezersky,Normal,2024-11-11,Monday,1,Mini,22448,,0,100,True,,64
Ian Livengood,Sam Ezersky,Normal,2024-11-12,Tuesday,2,Mini,22449,,0,100,True,,66
Ian Livengood,Sam Ezersky,Normal,2024-11-13,Wednesday,3,Mini,22450,,0,100,True,,37
Ian Livengood,Sam Ezersky,Normal,2024-11-14,Thursday,4,Mini,22451,,0,100,True,,71
Ian Livengood,Sam Ezersky,Normal,2024-11-15,Friday,5,Mini,22452,,0,100,True,,56
